Id,title,profile,weights
187,.NET开发,"['ASP.NET', '计算机软件', '.NET', 'HTML', '网络协议', 'SQL', '后端开发', '本科']","{'ASP.NET': 0.5504539228210958, '计算机软件': 0.4566292792611154, '.NET': 0.38367052536346813, 'HTML': 0.3557407539925164, '网络协议': 0.35049066414710683, 'SQL': 0.27306973972568105, '后端开发': 0.11448818707771587, '本科': 0.06494067061575814}"
220,.NET开发中级工程师,"['.NET', 'Node.js', 'CSS', 'JavaScript', 'SQL', 'C#', '后端开发', '本科']","{'.NET': 0.7112539440077809, 'Node.js': 0.3816787524195483, 'CSS': 0.34802061404266854, 'JavaScript': 0.3007531436013557, 'SQL': 0.2531103075810603, 'C#': 0.24066319830336044, '后端开发': 0.10611992480290693, '本科': 0.060193975101698265}"
17,.NET开发工程师,"['.NET', 'C#', '后端开发', 'ASP.NET', 'SQL', 'ASP', 'MVC', '大专', '学历不限', 'asp.net']","{'.NET': 0.8806205655348386, 'C#': 0.2234781580954683, '后端开发': 0.18066073285066195, 'ASP.NET': 0.15792881286501195, 'SQL': 0.11751822823756386, 'ASP': 0.1111636841939439, 'MVC': 0.10329041041288023, '大专': 0.09948857860122015, '学历不限': 0.07717211029323372, 'asp.net': 0.0757710177399165}"
86,.NET开发工程师-厦门研发中心,"['消息队列', 'MVC开发', '多线程', '.NET', 'HTML', 'Java', 'C#', '后端开发', '本科']","{'消息队列': 0.5582842677829305, 'MVC开发': 0.39586854140548855, '多线程': 0.39469991764014756, '.NET': 0.35939195603884194, 'HTML': 0.3332295732099427, 'Java': 0.24750961320182077, 'C#': 0.24321107338242676, '后端开发': 0.10724340489335639, '本科': 0.06083124216268959}"
83,.NET开发工程师/后端开发C#,"['.NET', 'C#', '后端开发', '本科']","{'.NET': 0.9349821333634835, 'C#': 0.3163649108275362, '后端开发': 0.13950043373469004, '本科': 0.07912826597359236}"
240,.NET架构师,"['MVC', 'ASP.NET', 'MVC开发', '.NET', '分布式技术', 'C#', '大专', '后端开发']","{'MVC': 0.6180575094234044, 'ASP.NET': 0.47249831013050386, 'MVC开发': 0.36276081069685323, '.NET': 0.32933487684497925, '分布式技术': 0.2790401676252634, 'C#': 0.2228705666720042, '大专': 0.1322907859942416, '后端开发': 0.09827430177422393}"
9,.NET研发工程师,"['ASP.NET', '.NET', 'Server', 'SQL', 'C#', 'Socket技术', 'Oracle', 'HTML', '网络协议', '后端开发']","{'ASP.NET': 0.6129648532338869, '.NET': 0.42724111414139515, 'Server': 0.36950664569810165, 'SQL': 0.30408022541783025, 'C#': 0.28912658788668705, 'Socket技术': 0.18640081699315297, 'Oracle': 0.1537126499594575, 'HTML': 0.13204652258799274, '网络协议': 0.13009775484187316, '后端开发': 0.12748975323755546}"
244,.NET研发工程师（应届）,"['.NET', '应届本科', '计算机软件', '数据结构', '后端开发']","{'.NET': 0.6690675719094562, '应届本科': 0.45475018444219373, '计算机软件': 0.39814870173903866, '数据结构': 0.38362456767412584, '后端开发': 0.19965133695854284}"
74,.NET程序员,"['.NET', 'Core', 'ASP.NET', 'ADO.NET', '应届大专', 'MVC', 'C#', '软件工程师', 'Server', 'SQL']","{'.NET': 0.6136007734153914, 'Core': 0.4472656621805474, 'ASP.NET': 0.3521343761839266, 'ADO.NET': 0.30788317892587475, '应届大专': 0.23820077143742796, 'MVC': 0.23030695651217245, 'C#': 0.16609665322004677, '软件工程师': 0.1628453493499293, 'Server': 0.1592048771135679, 'SQL': 0.0873435890511967}"
28,.NET软件工程师,"['.NET', 'C/C++', 'HTML/CSS', 'VB', '数据库', '学历不限', 'Javascript', '后端开发', 'C#', '本科']","{'.NET': 0.7602783237538493, 'C/C++': 0.3741003268682647, 'HTML/CSS': 0.2504591575658407, 'VB': 0.22642451825079576, '数据库': 0.22077237035681294, '学历不限': 0.21320340659962747, 'Javascript': 0.20988544884890944, '后端开发': 0.13612130389000304, 'C#': 0.10290052633764656, '本科': 0.0257371786130437}"
90,.NET软件开发工程师,"['ASP.NET', 'SQL', 'Server', '数据结构', '.NET', 'MySQL', '学历不限', '后端开发']","{'ASP.NET': 0.4653634627763077, 'SQL': 0.46171595619446404, 'Server': 0.42079466201135013, '数据结构': 0.3719599447896904, '.NET': 0.32436183456245143, 'MySQL': 0.2975616736267659, '学历不限': 0.22740043329845527, '后端开发': 0.09679033426160862}"
95,.NET软件开发工程师C#工程师,"['消息队列', 'Socket技术', '多线程', '.NET', '分布式技术', '学历不限', '后端开发']","{'消息队列': 0.5623438229655555, 'Socket技术': 0.4738173058643142, '多线程': 0.3975699718198952, '.NET': 0.3620052689368126, '分布式技术': 0.3067212677049838, '学历不限': 0.25379112534494375, '后端开发': 0.10802322360805185}"
61,.NET高级后台开发工程师,"['数据库', '.NET', 'C#', '后端开发', '本科']","{'数据库': 0.7304603106749368, '.NET': 0.503100220078349, 'C#': 0.3404626689278659, '后端开发': 0.30025257770637415, '本科': 0.08515552673188063}"
55,.NET高级工程师,"['.NET', 'MVC开发', 'ASP.NET', 'SQL', 'Oracle', 'CSS', 'HTML', 'MySQL', 'JavaScript', '学历不限']","{'.NET': 0.62079410715036, 'MVC开发': 0.4558678504649584, 'ASP.NET': 0.2968854168311993, 'SQL': 0.2945584367423784, 'Oracle': 0.22334907416638922, 'CSS': 0.20250539973308038, 'HTML': 0.19186754359317967, 'MySQL': 0.18983381501554633, 'JavaScript': 0.17500151746329026, '学历不限': 0.14507342717590838}"
57,.NET高级开发工程师,"['.NET', '数据库', '后端开发', 'C#', '大专', '本科']","{'.NET': 0.8904129733186885, '数据库': 0.3232016759096593, '后端开发': 0.2657013252950856, 'C#': 0.1506421410911263, '大专': 0.08941767208825362, '本科': 0.03767817162753612}"
52,.Net,"['EF', '消息队列', '多线程', '.NET', 'MVC开发', '微服务架构', '分布式技术', '大专', '负载均衡技术', '后端开发']","{'EF': 0.5533009435993235, '消息队列': 0.4255536867168099, '多线程': 0.4011481003291648, '.NET': 0.36526331523080036, 'MVC开发': 0.3017518618594011, '微服务架构': 0.20742847028746186, '分布式技术': 0.15474087907995554, '大专': 0.14672290869906898, '负载均衡技术': 0.1407948537939042, '后端开发': 0.10899543228439092}"
41,.Net 高级开发工程师,"['Asp.net', 'Azure', 'MVC', 'HTML/CSS', '.NET', '大专', '后端开发']","{'Asp.net': 0.578567236279494, 'Azure': 0.578567236279494, 'MVC': 0.39434898110965133, 'HTML/CSS': 0.34611775025840696, '.NET': 0.21013072593980858, '大专': 0.08440757675720684, '后端开发': 0.06270350280200003}"
56,.Net开发工程师,"['.NET', 'ASP.NET', 'C#', '容器技术', '微服务架构', 'NoSQL', 'Server', '后端开发', 'CSS', 'JavaScript']","{'.NET': 0.6469826928811263, 'ASP.NET': 0.37129165547068343, 'C#': 0.35026572532072014, '容器技术': 0.31360832337462363, '微服务架构': 0.293930706294982, 'NoSQL': 0.18674591871286092, 'Server': 0.167866151050326, '后端开发': 0.1544489256941428, 'CSS': 0.12662892962404754, 'JavaScript': 0.10943043922863113}"
192,.Net程序员,"['ASP.NET', '.NET', '学历不限', 'Java', 'C#', '后端开发']","{'ASP.NET': 0.6710401261879732, '.NET': 0.46772001630041005, '学历不限': 0.3279045899852798, 'Java': 0.32211405507571306, 'C#': 0.3165198477468834, '后端开发': 0.13956875283934014}"
231,.Net系统架构师,"['.NET', '架构师', '后端开发', '本科']","{'.NET': 0.8383413997351371, '架构师': 0.4791328821780043, '后端开发': 0.2501630452767886, '本科': 0.07094948543698713}"
53,.Net软件工程师,"['.NET', 'NoSQL', 'C#', '容器技术', 'Redis', '微服务架构', 'SQL', '后端开发', '本科']","{'.NET': 0.7063681519870838, 'NoSQL': 0.3398116903377778, 'C#': 0.31868002526907346, '容器技术': 0.28532825564392944, 'Redis': 0.27731532586749363, '微服务架构': 0.2674250951150669, 'SQL': 0.1675810838226298, '后端开发': 0.14052127851768162, '本科': 0.07970731562486398}"
165,.Net软件开发工程师,"['.NET', 'Web前端', '后端开发', '本科']","{'.NET': 0.7181525563846903, 'Web前端': 0.6848956206926539, '后端开发': 0.10714920588155642, '本科': 0.060777810038784276}"
170,.Net高级开发工程师,"['Server', 'Oracle', '.NET', 'CSS', 'JavaScript', 'SQL', 'C#', '后端开发', '本科']","{'Server': 0.5048563280569051, 'Oracle': 0.42003468645504133, '.NET': 0.38915922549080145, 'CSS': 0.3808356600527938, 'JavaScript': 0.3291113150623091, 'SQL': 0.2769762110757628, 'C#': 0.26335545734379884, '后端开发': 0.11612602810393574, '本科': 0.06586969654690089}"
233,.net 开发工程师,"['.NET', '后端开发', '大专']","{'.NET': 0.9409778671654055, '后端开发': 0.28079000853652963, '大专': 0.1889910701882504}"
42,.net 程序员,"['Winform', 'ASP.NET', '.NET', '学历不限', 'C#', '后端开发']","{'Winform': 0.6858163007550557, 'ASP.NET': 0.5158609617711012, '.NET': 0.3595589712629751, '学历不限': 0.2520760988167517, 'C#': 0.24332409748118605, '后端开发': 0.10729324262902105}"
46,.net 软件工程师,"['EF', '.NET', 'ASP.NET', 'Server', 'MVC开发', 'SQL', 'C#', '大专', '后端开发']","{'EF': 0.5350611086904599, '.NET': 0.5298333483944124, 'ASP.NET': 0.3800772092003273, 'Server': 0.3436764455669067, 'MVC开发': 0.2918044648642798, 'SQL': 0.18854908701546086, 'C#': 0.17927688031348618, '大专': 0.10641458745052775, '后端开发': 0.07905175860658896}"
47,.net 软件开发工程师,"['Oracle', '.NET', 'MySQL', '网络协议', 'SQL', 'C#', '大专', '后端开发']","{'Oracle': 0.48001487607125176, '.NET': 0.44473045541191475, 'MySQL': 0.4079849246249219, '网络协议': 0.40627012600486073, 'SQL': 0.3165279104835258, 'C#': 0.3009621378807302, '大专': 0.1786441268099059, '后端开发': 0.13270861380378834}"
11,.net 高级软件工程师,"['.NET', 'HTML5', 'C#', '后端开发', '本科']","{'.NET': 0.8183779454311019, 'HTML5': 0.4836033709567811, 'C#': 0.2769101745272394, '后端开发': 0.12210295178139066, '本科': 0.06925996275462457}"
32,.net/C#软件工程师,"['EF', '.NET', 'MVC', 'ASP.NET', 'Server', 'SQL', 'C#', '后端开发', '本科']","{'EF': 0.49836027548419887, '.NET': 0.49349109695675936, 'MVC': 0.463063434443488, 'ASP.NET': 0.3540070089301145, 'Server': 0.32010304114485477, 'SQL': 0.17561615565238084, 'C#': 0.16697994679457018, '后端开发': 0.07362945195757319, '本科': 0.04176453579398355}"
214,.net/C#高级工程师,"['.NET', 'Javascript', 'C#', '后端开发', '本科']","{'.NET': 0.7856172926194663, 'Javascript': 0.5422015626815604, 'C#': 0.26582512740647724, '后端开发': 0.11721502385894547, '本科': 0.06648740319798133}"
79,.net中级开发工程师,"['.NET', 'Node.js', 'C#', '大专', '后端开发']","{'.NET': 0.8261754463346099, 'Node.js': 0.4433488436771435, 'C#': 0.27954857326234867, '大专': 0.16593353277945597, '后端开发': 0.12326634808520338}"
234,.net中高级实施开发,"['.NET', 'TypeScript', 'C#', '后端开发', '本科']","{'.NET': 0.7856172926194663, 'TypeScript': 0.5422015626815604, 'C#': 0.26582512740647724, '后端开发': 0.11721502385894547, '本科': 0.06648740319798133}"
154,.net中高级软件工程师,"['.NET', 'Core', 'ASP.NET', 'Server', 'SQL', 'C#', '后端开发', '本科']","{'.NET': 0.7245371882653551, 'Core': 0.44010782923257985, 'ASP.NET': 0.3464989803709034, 'Server': 0.3133140716776419, 'SQL': 0.17189156523796553, 'C#': 0.16343851914561458, '后端开发': 0.07206786697718752, '本科': 0.04087876427084027}"
62,.net主程开发,"['.NET', 'ASP.NET', '移动端', 'CSS', 'HTML', 'SQL', '大专', '后端开发']","{'.NET': 0.6371476829353604, 'ASP.NET': 0.4570594016257672, '移动端': 0.3519531142213481, 'CSS': 0.3117599975636857, 'HTML': 0.29538286387426477, 'SQL': 0.22673849102840932, '大专': 0.12796817722042253, '后端开发': 0.0950631835100336}"
174,.net初级工程师,"['ASP.NET', '数据结构', 'Oracle', '.NET', 'SQL', 'C#', '后端开发', '本科']","{'ASP.NET': 0.557589116264361, '数据结构': 0.4456749046512876, 'Oracle': 0.41947837725457704, '.NET': 0.38864380887268063, 'SQL': 0.27660937371803984, 'C#': 0.2630066598072208, '后端开发': 0.1159722265729412, '本科': 0.06578245632745594}"
131,.net后台工程师,"['.NET', 'JavaScript', '学历不限', '后端开发']","{'.NET': 0.8479692598766221, 'JavaScript': 0.3585631021575314, '学历不限': 0.29724301161977146, '后端开发': 0.25303602138563147}"
5,.net工程师,"['.NET', '后端开发', 'MVC开发', 'SQL', 'C#', 'ASP', 'Web前端', 'MySQL', 'JavaScript', 'HTML/CSS']","{'.NET': 0.8673177427459094, '后端开发': 0.17917591443039105, 'MVC开发': 0.1469763685309796, 'SQL': 0.1424528927903139, 'C#': 0.13544754109037319, 'ASP': 0.13475006068543222, 'Web前端': 0.12725432531968411, 'MySQL': 0.1224086529765557, 'JavaScript': 0.11284448990176082, 'HTML/CSS': 0.10989278754041452}"
31,.net工程师（中级）,"['NoSQL', '架构师', 'MVC开发', '.NET', 'SQL', 'C#', '大专', '后端开发']","{'NoSQL': 0.5527287512874136, '架构师': 0.4377726795338319, 'MVC开发': 0.4218579462636272, '.NET': 0.38298661454615807, 'SQL': 0.27258298002814757, 'C#': 0.25917827054761866, '大专': 0.153842194756171, '后端开发': 0.11428410648142172}"
124,.net开发,"['.NET', 'SQLServer', 'ASP.NET', 'Javascript', 'C#', 'HTML', 'SQL', '后端开发', '大专', '本科']","{'.NET': 0.6579947153120228, 'SQLServer': 0.44299134555447994, 'ASP.NET': 0.314676046499297, 'Javascript': 0.3027477171815902, 'C#': 0.296856210055159, 'HTML': 0.20336505818930628, 'SQL': 0.156104811961522, '后端开发': 0.1308981136726194, '大专': 0.08810347176364433, '本科': 0.03712440340446361}"
3,.net开发工程师,"['.NET', 'ASP.NET', 'C#', 'SQL', 'MVC开发', 'Winform', '后端开发', 'Server', '大专', 'WCF']","{'.NET': 0.757638196277846, 'ASP.NET': 0.2877318832063305, 'C#': 0.2563579900106971, 'SQL': 0.22203739310146864, 'MVC开发': 0.19636115135674662, 'Winform': 0.17001240461069259, '后端开发': 0.16623604380060977, 'Server': 0.14454178797670994, '大专': 0.12531494031337292, 'WCF': 0.10543532497850351}"
97,.net开发工程师/上位机工程师,"['VB', '.NET', 'C#', '后端开发', '本科']","{'VB': 0.7645869943487514, '.NET': 0.5134593399320788, 'C#': 0.34747298904379675, '后端开发': 0.15321747457992682, '本科': 0.08690892749065125}"
186,.net开发工程师（应届生）,"['Winform', 'ERP', '.NET', 'CSS', 'HTML', 'SQL', 'C#', '大专', '后端开发']","{'Winform': 0.5753277809532847, 'ERP': 0.5496640569667673, '.NET': 0.301632178807684, 'CSS': 0.29518069310707346, 'HTML': 0.279674490543151, 'SQL': 0.21468060514128576, 'C#': 0.2041233387164858, '大专': 0.1211628674068641, '后端开发': 0.09000775152920132}"
238,.net研发实习生,"['ASP.NET', '.NET', 'SQL', '后端开发', '本科']","{'ASP.NET': 0.7476243983354715, '.NET': 0.5210998301435377, 'SQL': 0.37088226898219134, '后端开发': 0.15549741482778995, '本科': 0.08820216876243053}"
77,.net研发工程师,"['.NET', 'Javascript', '学历不限', 'C#', '后端开发']","{'.NET': 0.7589824649819653, 'Javascript': 0.5238192723444227, '学历不限': 0.26605001423124913, 'C#': 0.25681284303251584, '后端开发': 0.1132410762557824}"
66,.net程序员,"['EF', 'ASP.NET', 'MVC开发', 'Oracle', '.NET', 'MySQL', '学历不限', '后端开发']","{'EF': 0.6106936362371674, 'ASP.NET': 0.4338022875658146, 'MVC开发': 0.3330519202831853, 'Oracle': 0.32635263911994367, '.NET': 0.30236345800072434, 'MySQL': 0.27738089694689105, '学历不限': 0.21197802588499562, '后端开发': 0.09022596696021346}"
1,.net软件工程师,"['医疗', '.net', '软件工程师', '计算机软件', '.NET', 'C#', '后端开发', '本科']","{'医疗': 0.6830853721144344, '.net': 0.4907681472750962, '软件工程师': 0.32920784510453693, '计算机软件': 0.2952677592429603, '.NET': 0.24809082872423577, 'C#': 0.16789033737815762, '后端开发': 0.0740308867467419, '本科': 0.041992240023411294}"
89,.net软件工程师\上位机,"['.NET', 'C++', 'SQL', 'C#', '大专', '后端开发']","{'.NET': 0.8220256576115942, 'C++': 0.3450149045686043, 'SQL': 0.29253007141893306, 'C#': 0.2781444314157155, '大专': 0.1651000668296346, '后端开发': 0.12264719472803119}"
85,.net软件开发工程师,"['.NET', 'C#', 'VB', 'SQL', 'Windows', 'Socket技术', 'Server', '计算机软件', '网络协议', '后端开发']","{'.NET': 0.7658484015881348, 'C#': 0.3109632399980628, 'VB': 0.22808338731340483, 'SQL': 0.2180308466415372, 'Windows': 0.20718263337336765, 'Socket技术': 0.2004789750197366, 'Server': 0.19870705179167075, '计算机软件': 0.1822964134704758, '网络协议': 0.13992355271718454, '后端开发': 0.13711857848521725}"
44,.net高级开发工程师,"['消息队列', 'Redis', 'MVC开发', '.NET', 'MySQL', 'C#', '大专', '后端开发']","{'消息队列': 0.5648406214947705, 'Redis': 0.42825545262332443, 'MVC开发': 0.40051752460387186, '.NET': 0.36361256715213397, 'MySQL': 0.33356934295141893, 'C#': 0.2460672846635791, '大专': 0.14605981840356996, '后端开发': 0.108502845175518}"
49,.net高级软件开发工程师,"['.NET', 'Core', 'Socket技术', 'Server', '硕士', 'MySQL', 'SQL', '后端开发']","{'.NET': 0.5390302805630525, 'Core': 0.4911372056081743, 'Socket技术': 0.3527598867079623, 'Server': 0.3496420363841258, '硕士': 0.34226734066293, 'MySQL': 0.2472466476153273, 'SQL': 0.19182195228337023, '后端开发': 0.08042395170073767}"
38,.net（应用层方向）,"['Winform', 'ASP.NET', 'Server', '.NET', 'MySQL', 'SQL', 'C#', '大专', '后端开发']","{'Winform': 0.5904338437902746, 'ASP.NET': 0.4441156767264457, 'Server': 0.4015818194387932, '.NET': 0.30955196783504024, 'MySQL': 0.283975461378514, 'SQL': 0.22031735486641432, 'C#': 0.20948289214538196, '大专': 0.12434417369721092, '后端开发': 0.09237103520057802}"
2545,21191-技术支持工程师G01441,"['Windows', '服务器配置', 'Perl', 'Shell', '网络协议', 'Linux', '大专', '后端开发']","{'Windows': 0.4867999626591172, '服务器配置': 0.46485401474416727, 'Perl': 0.4393747451215372, 'Shell': 0.36437723628366614, '网络协议': 0.32876684270686696, 'Linux': 0.2838943379823112, '大专': 0.14456456869466017, '后端开发': 0.10739207529070065}"
1168,2D Spine动画师,"['spine', 'flash', '动画设计', '游戏动作设计', '游戏设计', 'Flash开发', '移动开发', '大专']","{'spine': 0.5474842695782136, 'flash': 0.4704143602617869, '动画设计': 0.3933444509453601, '游戏动作设计': 0.3859531942927289, '游戏设计': 0.33064129045737956, 'Flash开发': 0.2265588949953797, '移动开发': 0.09088074136162094, '大专': 0.0798728611128308}"
1166,2D特效,"['骨骼动画', 'flash', 'Spine', '特效设计', '游戏动作设计', '手绘', '游戏特效', '游戏设计', 'Flash开发', 'U3D']","{'骨骼动画': 0.43903935257543025, 'flash': 0.37723534290881616, 'Spine': 0.33824135432013125, '特效设计': 0.33824135432013125, '游戏动作设计': 0.30950412635096086, '手绘': 0.2992473657314464, '游戏特效': 0.2947444484331203, '游戏设计': 0.26514832692626705, 'Flash开发': 0.18168242652087077, 'U3D': 0.15145714914838743}"
3252,3D主美,"['游戏主美', '3D渲染', '游戏角色设计', '3D建模', '游戏', 'U3D', '学历不限', '移动开发']","{'游戏主美': 0.5478826652734744, '3D渲染': 0.4410741264382639, '游戏角色设计': 0.4410741264382639, '3D建模': 0.4238817917258028, '游戏': 0.2337244109777517, 'U3D': 0.20742834193396625, '学历不限': 0.1531013540069402, '移动开发': 0.099811821877332}"
3210,3D主美（TA）,"['Shader', '游戏', '游戏引擎', 'U3D', '移动开发', '大专']","{'Shader': 0.6555816139267288, '游戏': 0.43745773284125916, '游戏引擎': 0.40774426775095934, 'U3D': 0.3882398582580749, '移动开发': 0.18681597325052016, '大专': 0.16418799034355688}"
3268,3D主美（卡通渲染风格项目）,"['原画设计', '3D设计', '游戏设计', '3D渲染师', '卡通风格', 'unity', 'U3D', '学历不限', '游戏', '移动开发']","{'原画设计': 0.5939846315500437, '3D设计': 0.4202906055998966, '游戏设计': 0.39369042976992835, '3D渲染师': 0.28005823381166794, '卡通风格': 0.28005823381166794, 'unity': 0.22977480931373168, 'U3D': 0.22488254340951597, '学历不限': 0.16598417346209107, '游戏': 0.12669565669647057, '移动开发': 0.1082105567485929}"
3243,3D动作,"['Spine', '3D设计', '游戏设计', '3DMax', '游戏', 'U3D', '移动开发', '大专']","{'Spine': 0.5487629192409832, '3D设计': 0.4592421794492979, '游戏设计': 0.4301767600487074, '3DMax': 0.3756119003464186, '游戏': 0.2768750418534765, 'U3D': 0.2457241441503989, '移动开发': 0.11823926411515764, '大专': 0.10391759771384924}"
3271,3D动画师,"['3D动作', '3D动画', '二次元', '动作', '动画', '动画设计', 'unity', '游戏设计', 'MAYA', '3DMax']","{'3D动作': 0.36420437133486194, '3D动画': 0.36420437133486194, '二次元': 0.36420437133486194, '动作': 0.36420437133486194, '动画': 0.3129349569769869, '动画设计': 0.26166554261911174, 'unity': 0.2567486379112924, '游戏设计': 0.2199533576026773, 'MAYA': 0.21589276007728567, '3DMax': 0.19205383997815823}"
3285,3D动画师（二次元游戏）,"['日韩风格', '游戏动作设计', '3D设计', '游戏设计', 'U3D', '学历不限', '移动开发']","{'日韩风格': 0.6338807220188469, '游戏动作设计': 0.4468590296708148, '3D设计': 0.4086841650724527, '游戏设计': 0.38281856040509565, 'U3D': 0.21867235019804174, '学历不限': 0.1614004749160935, '移动开发': 0.1052222924985474}"
3181,3D动画渲染师,"['游戏角色设计', '动画设计', '游戏设计', '游戏场景设计', 'U3D', '游戏特效', '以内大专', '移动开发', '学历不限']","{'游戏角色设计': 0.5322200108205157, '动画设计': 0.5212700421327741, '游戏设计': 0.43817422361830854, '游戏场景设计': 0.26063502106638703, 'U3D': 0.2502924288034139, '游戏特效': 0.24354183440482952, '以内大专': 0.20023961729089113, '移动开发': 0.12043746330925253, '学历不限': 0.09236951274403803}"
3246,3D动画特效,"['ue4', 'u3d', '动画动漫', 'MAYA', 'PhotoShop', '3DMax', 'U3D', '移动开发', '大专']","{'ue4': 0.4627858337009288, 'u3d': 0.4447472128064761, '动画动漫': 0.38871413839970803, 'MAYA': 0.37397551196608303, 'PhotoShop': 0.34581887299578506, '3DMax': 0.33268106399293995, 'U3D': 0.21763892371172236, '移动开发': 0.10472502110634457, '大专': 0.09204026002144557}"
3184,3D动画特效师,"['C4D', '3D渲染', '视觉设计', 'AE', '3DMax', 'U3D', '移动开发', '大专']","{'C4D': 0.5308634238624901, '3D渲染': 0.4735295270744727, '视觉设计': 0.41118104477342166, 'AE': 0.3729149881508508, '3DMax': 0.3404043413330029, 'U3D': 0.22269146787412197, '移动开发': 0.1071562396816988, '大专': 0.09417699857237258}"
